system:index,20150101,20150201,20150301,20150401,20150501,20150601,20150701,20150801,20150901,20151001,20151101,20151201,COUNTRY,CaCO3,Clay,Coarse,EC,FID_LUCAS_,FID_gadm40,ID_0,K,LC,LC0_Desc,LC1_Desc,LU,LU1_Desc,N,NUTS_0,NUTS_1,NUTS_2,NUTS_3,OC,P,Point_ID,Sand,Silt,pH_CaCl2,pH_H20,.geo
000000000000000000c1,535.0,535.0,535.0,375.0,337.0,180.0,128.0,101.0,84.0,217.0,535.0,535.0,Germany,1,0,0,26.1,10047,0,DEU,255.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE1,DE14,DE145,13.7,52.0,43182820,0,0,6.6,6.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,326.0,326.0,326.0,326.0,326.0,326.0,120.0,83.0,326.0,326.0,326.0,326.0,Germany,0,0,0,36.0,11975,0,DEU,73.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.6,DE,DE2,DE21,DE215,20.4,16.1,45362764,0,0,5.6,5.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,385.0,385.0,385.0,255.0,385.0,385.0,142.0,98.0,332.0,385.0,385.0,385.0,Germany,2,0,0,24.9,11387,0,DEU,104.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),3.4,DE,DE2,DE21,DE21G,29.5,97.6,44842784,0,0,6.7,6.77,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,490.0,490.0,490.0,353.0,490.0,411.0,178.0,124.0,164.0,490.0,490.0,490.0,Germany,49,0,0,64.1,10913,0,DEU,429.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),3.2,DE,DE2,DE21,DE21H,36.3,45.5,44382792,0,0,7.0,7.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,419.0,419.0,419.0,232.0,419.0,320.0,149.0,104.0,161.0,419.0,419.0,419.0,Germany,3,0,0,12.23,11199,0,DEU,159.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE2,DE21,DE21A,11.2,51.2,44662802,0,0,7.0,7.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,490.0,490.0,490.0,296.0,490.0,337.0,170.0,120.0,120.0,404.0,490.0,490.0,Germany,330,0,0,34.7,11011,0,DEU,148.2,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),6.3,DE,DE2,DE21,DE21B,66.4,17.6,44482808,0,0,7.6,7.86,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,353.0,353.0,353.0,178.0,353.0,346.0,130.0,90.0,153.0,353.0,353.0,353.0,Germany,1,0,0,28.5,11628,0,DEU,266.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE2,DE21,DE21G,14.4,98.6,45042812,0,0,5.9,6.08,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,432.0,432.0,432.0,227.0,413.0,272.0,145.0,104.0,97.0,383.0,432.0,432.0,Germany,4,0,0,20.7,11154,0,DEU,290.0,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE21,DE21B,12.1,31.7,44622820,0,0,7.1,7.55,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,622.0,622.0,622.0,362.0,310.0,188.0,139.0,111.0,93.0,329.0,622.0,622.0,Germany,169,0,0,33.3,10828,0,DEU,286.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DE2,DE21,DE211,38.0,43.5,44282848,0,0,7.5,7.77,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,585.0,585.0,585.0,309.0,269.0,170.0,127.0,102.0,86.0,356.0,585.0,585.0,Germany,182,0,0,29.1,11013,0,DEU,116.8,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),3.0,DE,DE2,DE21,DE219,45.9,24.8,44482856,0,0,7.5,7.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000101,685.0,685.0,685.0,449.0,367.0,215.0,157.0,125.0,104.0,365.0,685.0,685.0,Germany,0,0,0,16.6,10602,0,DEU,339.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE21,DE219,12.7,60.2,44022858,0,0,5.7,6.19,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,356.0,356.0,356.0,180.0,356.0,336.0,131.0,91.0,131.0,356.0,356.0,356.0,Germany,1,0,0,16.72,11821,0,DEU,164.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE2,DE22,DE22A,15.5,91.2,45222812,0,0,6.4,6.48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,358.0,358.0,358.0,177.0,358.0,315.0,131.0,91.0,112.0,358.0,358.0,358.0,Germany,0,0,0,11.42,11788,0,DEU,81.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE2,DE22,DE22A,9.6,15.6,45202816,0,0,5.6,5.79,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,403.0,403.0,403.0,188.0,311.0,224.0,128.0,93.0,84.0,377.0,403.0,403.0,Germany,0,0,0,29.6,11606,0,DEU,307.2,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE2,DE22,DE22C,14.3,48.0,45022834,0,0,6.1,6.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,424.0,424.0,424.0,203.0,303.0,198.0,124.0,93.0,77.0,339.0,424.0,424.0,Germany,119,0,0,76.4,11388,0,DEU,387.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),6.7,DE,DE2,DE22,DE227,67.2,75.0,44842834,0,0,7.4,7.55,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,396.0,396.0,396.0,197.0,396.0,310.0,142.0,99.0,96.0,396.0,396.0,396.0,Germany,1,0,0,12.96,11765,0,DEU,323.8,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.1,DE,DE2,DE22,DE22C,8.6,0.0,45182836,0,0,5.7,5.93,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,448.0,448.0,448.0,226.0,311.0,208.0,131.0,98.0,81.0,347.0,448.0,448.0,Germany,22,0,0,26.5,11297,0,DEU,431.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.2,DE,DE2,DE22,DE227,19.9,83.9,44762836,0,0,7.3,7.62,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd,486.0,486.0,486.0,262.0,423.0,275.0,156.0,113.0,98.0,398.0,486.0,486.0,Germany,5,0,0,28.8,11155,0,DEU,296.1,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.1,DE,DE2,DE22,DE227,17.0,100.4,44622838,0,0,6.9,7.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,403.0,403.0,403.0,208.0,387.0,265.0,137.0,98.0,95.0,403.0,403.0,403.0,Germany,1,0,0,18.67,12037,0,DEU,160.3,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE2,DE22,DE224,9.9,81.2,45422842,0,0,6.2,6.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5,419.0,419.0,419.0,211.0,392.0,278.0,143.0,102.0,103.0,419.0,419.0,419.0,Germany,125,22,13,20.8,11892,0,DEU,256.3,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE2,DE22,DE22C,25.6,50.5,45282846,21,56,7.0,7.49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,426.0,426.0,426.0,214.0,354.0,241.0,137.0,99.0,93.0,426.0,426.0,426.0,Germany,47,0,0,20.1,11766,0,DEU,193.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE22,DE22C,20.0,35.1,45182848,0,0,7.5,8.05,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec,482.0,482.0,482.0,229.0,224.0,141.0,105.0,85.0,71.0,331.0,482.0,482.0,Germany,2,0,0,20.6,11298,0,DEU,599.0,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.3,DE,DE2,DE22,DE227,18.8,121.2,44762848,0,0,6.7,6.93,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f1,441.0,441.0,441.0,226.0,356.0,250.0,142.0,103.0,97.0,441.0,441.0,441.0,Germany,7,0,0,22.5,11750,0,DEU,229.8,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.5,DE,DE2,DE22,DE22B,18.5,29.9,45162852,0,0,7.1,7.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa,474.0,474.0,474.0,233.0,232.0,142.0,105.0,84.0,71.0,364.0,474.0,474.0,Germany,8,0,0,17.43,11607,0,DEU,270.0,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE2,DE22,DE22B,10.6,112.7,45022856,0,0,7.3,7.65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,563.0,563.0,563.0,299.0,249.0,160.0,120.0,97.0,82.0,359.0,563.0,563.0,Germany,3,0,0,17.82,11113,0,DEU,158.8,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE2,DE22,DE226,10.3,48.3,44582862,0,0,7.1,7.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106,489.0,489.0,489.0,279.0,336.0,207.0,135.0,103.0,98.0,489.0,489.0,489.0,Germany,9,0,0,23.3,11823,0,DEU,300.6,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE2,DE22,DE22B,14.1,83.4,45222866,0,0,7.3,7.55,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010d,548.0,548.0,548.0,286.0,215.0,145.0,111.0,91.0,77.0,384.0,548.0,548.0,Germany,2,0,0,42.6,11515,0,DEU,263.2,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),4.0,DE,DE2,DE23,DE238,33.8,42.9,44942872,0,0,6.8,6.88,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000113,565.0,565.0,565.0,292.0,192.0,137.0,107.0,89.0,76.0,348.0,565.0,565.0,Germany,2,0,0,21.5,11347,0,DEU,254.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE23,DE238,13.2,50.8,44802874,0,0,6.7,6.87,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011b,566.0,566.0,566.0,302.0,215.0,147.0,113.0,93.0,79.0,387.0,566.0,566.0,Germany,208,0,0,28.7,11535,0,DEU,104.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.9,DE,DE2,DE23,DE238,41.3,35.7,44962878,0,0,7.5,7.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000143,573.0,573.0,573.0,364.0,263.0,166.0,124.0,100.0,84.0,459.0,573.0,573.0,Germany,1,0,0,12.97,11727,0,DEU,67.1,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE2,DE23,DE235,12.3,72.5,45142900,0,0,5.3,5.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a,724.0,724.0,724.0,527.0,402.0,261.0,182.0,141.0,116.0,427.0,724.0,724.0,Germany,0,0,0,21.2,10897,0,DEU,228.2,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE2,DE23,DE236,14.6,58.4,44362908,0,0,5.3,5.54,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000176,654.0,654.0,654.0,420.0,247.0,169.0,131.0,107.0,91.0,440.0,654.0,654.0,Germany,1,0,0,14.0,11368,0,DEU,147.0,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE2,DE23,DE239,11.6,43.8,44822926,0,0,6.4,6.59,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000178,649.0,649.0,649.0,424.0,251.0,170.0,131.0,107.0,91.0,475.0,649.0,649.0,Germany,1,0,0,54.4,11447,0,DEU,63.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),3.1,DE,DE2,DE23,DE239,25.1,26.0,44882928,0,0,6.1,6.16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018b,735.0,735.0,735.0,532.0,340.0,214.0,160.0,129.0,108.0,481.0,735.0,735.0,Germany,0,0,0,6.98,11038,0,DEU,127.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE2,DE23,DE234,18.1,33.7,44502938,0,0,5.2,5.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bb,856.0,856.0,856.0,596.0,297.0,210.0,164.0,136.0,116.0,308.0,856.0,856.0,Germany,0,0,0,13.55,10417,0,DEU,150.3,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.1,DE,DE2,DE24,DE245,9.5,51.9,43722964,0,0,5.6,5.97,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000200,818.0,818.0,818.0,587.0,286.0,202.0,158.0,130.0,111.0,458.0,818.0,818.0,Germany,1,0,0,9.88,10691,0,DEU,230.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE2,DE24,DE24A,15.1,36.0,44143010,0,0,6.1,6.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000111,739.0,739.0,739.0,487.0,375.0,226.0,166.0,133.0,111.0,311.0,739.0,739.0,Germany,1,0,0,16.83,10538,0,DEU,140.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE25,DE25C,13.5,40.0,43922872,0,0,5.6,5.83,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000126,724.0,724.0,724.0,434.0,275.0,188.0,145.0,119.0,101.0,239.0,722.0,724.0,Germany,0,0,0,27.0,10457,0,DEU,164.0,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DE2,DE25,DE25C,13.9,25.9,43782884,0,0,5.1,5.26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013d,761.0,761.0,761.0,537.0,408.0,239.0,174.0,139.0,116.0,366.0,761.0,761.0,Germany,1,0,0,21.5,10709,0,DEU,537.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.3,DE,DE2,DE25,DE25B,20.9,86.2,44162896,0,0,6.4,6.73,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000142,638.0,638.0,638.0,392.0,212.0,152.0,120.0,99.0,85.0,265.0,638.0,638.0,Germany,0,0,0,21.2,10215,0,DEU,190.0,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.2,DE,DE2,DE25,DE256,17.6,75.3,43442896,0,0,6.3,6.55,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169,642.0,642.0,642.0,378.0,210.0,151.0,119.0,99.0,85.0,193.0,642.0,642.0,Germany,2,0,0,26.0,10125,0,DEU,514.8,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),3.2,DE,DE2,DE25,DE256,29.1,24.2,43302918,0,0,7.0,7.02,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000185,689.0,689.0,689.0,401.0,224.0,162.0,128.0,106.0,91.0,191.0,689.0,689.0,Germany,46,0,0,24.4,10158,0,DEU,343.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.1,DE,DE2,DE25,DE25A,16.3,46.0,43342932,0,0,7.5,7.83,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000188,731.0,731.0,731.0,450.0,243.0,174.0,137.0,114.0,97.0,195.0,717.0,731.0,Germany,6,0,0,20.9,10194,0,DEU,185.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE25,DE25A,11.9,34.8,43402934,0,0,7.4,7.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019a,829.0,829.0,829.0,553.0,284.0,202.0,158.0,131.0,112.0,255.0,829.0,829.0,Germany,3,0,0,17.65,10363,0,DEU,329.2,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE2,DE25,DE25A,14.8,70.2,43642944,0,0,6.8,7.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000195,679.0,679.0,626.0,333.0,204.0,151.0,121.0,101.0,87.0,160.0,668.0,679.0,Germany,7,0,0,12.9,10050,0,DEU,381.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DE2,DE26,DE26C,13.8,28.7,43182942,0,0,7.2,7.58,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b2,744.0,744.0,657.0,366.0,224.0,166.0,133.0,111.0,96.0,150.0,627.0,721.0,Germany,2,0,0,25.8,10100,0,DEU,251.8,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE2,DE26,DE268,12.0,45.6,43262960,0,0,7.2,7.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e6,850.0,850.0,763.0,460.0,268.0,195.0,155.0,129.0,111.0,183.0,667.0,768.0,Germany,13,0,0,22.1,10126,0,DEU,225.6,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DE2,DE26,DE26B,13.0,12.0,43302984,0,0,7.5,7.81,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ee,856.0,856.0,826.0,535.0,286.0,205.0,161.0,134.0,114.0,265.0,806.0,856.0,Germany,18,0,0,20.5,10331,0,DEU,502.3,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.3,DE,DE2,DE26,DE267,19.5,66.7,43602992,0,0,7.4,7.69,"{""type"":""MultiPoint"",""coordinates"":[]}"
